Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Credit_Card_Debt,Existing_Personal_Loan,Employment_Type
LP002618,Male,Yes,1,Not Graduate,No,4050,5302,138,360,,Rural,N,9352,3892.37,1,Salaried
LP002619,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Y,5297,1897.01,0,Salaried
LP002622,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Y,7926,976.31,0,Salaried
LP002624,Male,Yes,0,Graduate,No,20833,6667,480,360,,Urban,Y,27500,12647.72,1,Salaried
LP002625,,No,0,Graduate,No,3583,0,96,360,1,Urban,N,3583,1505.37,1,Self-Employed
LP002626,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Y,5492,2621.94,1,Salaried
LP002634,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,Y,13262,4994.12,1,Salaried
LP002637,Male,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,N,4885,1592.69,0,Salaried
LP002640,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Y,8069,1922.11,0,Salaried
LP002643,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Y,5318,2498.01,0,Self-Employed
LP002648,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,N,8796,3867.85,0,Self-Employed
LP002652,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,N,9481,666.97,0,Self-Employed
LP002659,Male,Yes,3+,Graduate,No,3466,3428,150,360,1,Rural,Y,6894,426.5,0,Salaried
LP002670,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Y,3663,803.69,1,Salaried
LP002682,Male,Yes,,Not Graduate,No,3074,1800,123,360,0,Semiurban,N,4874,2021.49,0,Salaried
LP002683,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,N,6598,3261.22,0,Salaried
LP002684,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural,N,3400,400.14,0,Salaried
LP002689,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Y,3934,1248.49,0,Self-Employed
LP002690,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Y,2500,553.5,0,Salaried
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424,100,360,1,Rural,Y,7101,3454.36,1,Salaried
LP002693,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,Y,15114,6483.2,0,Salaried
LP002697,Male,No,0,Graduate,No,4680,2087,,360,1,Semiurban,N,6767,2891.19,0,Salaried
LP002699,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,Y,17500,4565.96,0,Salaried
LP002705,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,Y,3775,893.42,1,Unemployed
LP002706,Male,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban,Y,6715,1161.92,0,Self-Employed
LP002714,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Y,3981,300.04,0,Unemployed
LP002716,Male,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban,Y,6783,2978.59,0,Salaried
LP002717,Male,Yes,0,Graduate,No,1025,5500,216,360,,Rural,Y,6525,2713.13,0,Salaried
LP002720,Male,Yes,3+,Graduate,No,4281,0,100,360,1,Urban,Y,4281,2139.96,1,Salaried
LP002723,Male,No,2,Graduate,No,3588,0,110,360,0,Rural,N,3588,1788.57,1,Salaried
LP002729,Male,No,1,Graduate,No,11250,0,196,360,,Semiurban,N,11250,3374.37,0,Self-Employed
LP002731,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Y,18165,7194.15,1,Salaried
LP002732,Male,No,0,Not Graduate,,2550,2042,126,360,1,Rural,Y,4592,2181.86,1,Salaried
LP002734,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Y,10039,4340.27,1,Salaried
LP002738,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurban,Y,3617,583.45,1,Salaried
LP002739,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,N,3453,872.73,0,Self-Employed
LP002740,Male,Yes,3+,Graduate,No,6417,0,157,180,1,Rural,Y,6417,693.82,0,Salaried
LP002741,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,Y,7453,3572.39,0,Salaried
LP002743,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban,N,2138,690.1,1,Salaried
LP002753,Female,No,1,Graduate,,3652,0,95,360,1,Semiurban,Y,3652,558.35,0,Salaried
LP002755,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Y,4763,1677.84,1,Self-Employed
LP002757,Female,Yes,0,Not Graduate,No,3017,663,102,360,,Semiurban,Y,3680,1207.62,1,Self-Employed
LP002767,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Y,4718,996.32,0,Unemployed
LP002768,Male,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban,N,3358,339.5,1,Self-Employed
LP002772,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y,4309,1517.66,0,Salaried
LP002776,Female,No,0,Graduate,No,5000,0,103,360,0,Semiurban,N,5000,1420.69,0,Salaried
LP002777,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,Y,4801,1908.61,1,Salaried
LP002778,Male,Yes,2,Graduate,Yes,6633,0,,360,0,Rural,N,6633,1884.26,0,Salaried
LP002784,Male,Yes,1,Not Graduate,No,2492,2375,,360,1,Rural,Y,4867,2109.76,1,Self-Employed
LP002785,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Y,6583,1964.09,1,Salaried
LP002788,Male,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,N,4787,1447.69,0,Unemployed
LP002789,Male,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,N,7859,3493.28,0,Salaried
LP002792,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Y,6500,1505.19,0,Salaried
LP002794,Female,No,0,Graduate,No,2667,1625,84,360,,Urban,Y,4292,473.44,0,Salaried
LP002795,Male,Yes,3+,Graduate,Yes,10139,0,260,360,1,Semiurban,Y,10139,638.27,1,Self-Employed
LP002798,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Y,6556,2555.61,0,Salaried
LP002804,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Y,6486,2134.8,0,Salaried
LP002807,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban,Y,3917,1436.9,0,Salaried
LP002813,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,Y,19484,2841.43,0,Salaried
LP002820,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Y,7977,888.38,1,Salaried
LP002821,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Y,5800,327.96,0,Self-Employed
LP002832,Male,Yes,2,Graduate,No,8799,0,258,360,0,Urban,N,8799,1828.12,1,Salaried
LP002833,Male,Yes,0,Not Graduate,No,4467,0,120,360,,Rural,Y,4467,1409.17,0,Salaried
LP002836,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,Y,3333,754.96,1,Salaried
LP002837,Male,Yes,3+,Graduate,No,3400,2500,123,360,0,Rural,N,5900,1456.5,0,Salaried
LP002840,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,N,2378,1086.44,0,Self-Employed
LP002841,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,N,5230,1081.12,1,Salaried
LP002842,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Y,5167,1453.45,0,Salaried
LP002847,Male,Yes,,Graduate,No,5116,1451,165,360,0,Urban,N,6567,2644.16,1,Salaried
LP002855,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Y,16666,3807.25,0,Unemployed
LP002862,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,N,7750,2557.03,0,Self-Employed
LP002863,Male,Yes,3+,Graduate,No,6406,0,150,360,1,Semiurban,N,6406,2806.24,0,Salaried
LP002868,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urban,Y,3620,1727.77,1,Salaried
LP002872,,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,N,5297,615.42,0,Salaried
LP002874,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban,Y,5968,2786.84,0,Self-Employed
LP002877,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,Y,4014,1089.61,0,Salaried
LP002888,Male,No,0,Graduate,,3182,2917,161,360,1,Urban,Y,6099,1013.71,0,Salaried
LP002892,Male,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,Y,6540,1678.24,0,Salaried
LP002893,Male,No,0,Graduate,No,1836,33837,90,360,1,Urban,N,35673,17515.97,1,Salaried
LP002894,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Y,3166,860.13,1,Salaried
LP002898,Male,Yes,1,Graduate,No,1880,0,61,360,,Rural,N,1880,372.12,1,Self-Employed
LP002911,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,N,4704,1575.98,1,Salaried
LP002912,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,N,7283,1151.19,0,Salaried
LP002916,Male,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,Y,3819,321.32,1,Salaried
LP002917,Female,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,Y,2165,233.81,0,Unemployed
LP002925,,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Y,4750,511.2,0,Salaried
LP002926,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,N,2726,322.64,0,Self-Employed
LP002928,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Y,6416,721.62,0,Salaried
LP002931,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,N,6000,2030.36,1,Salaried
LP002933,,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban,Y,9357,1233.68,0,Salaried
LP002936,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Y,7159,1471.53,0,Salaried
LP002938,Male,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,Y,16120,7311.3,0,Salaried
LP002940,Male,No,0,Not Graduate,No,3833,0,110,360,1,Rural,Y,3833,1009.16,1,Self-Employed
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,N,7383,2587.01,0,Salaried
LP002943,Male,No,,Graduate,No,2987,0,88,360,0,Semiurban,N,2987,380.97,0,Salaried
LP002945,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,Y,9963,1360.25,0,Salaried
LP002948,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Y,5780,395.3,1,Unemployed
LP002949,Female,No,3+,Graduate,,416,41667,350,180,,Urban,N,42083,5303.33,0,Self-Employed
LP002950,Male,Yes,0,Not Graduate,,2894,2792,155,360,1,Rural,Y,5686,997.13,0,Salaried
LP002953,Male,Yes,3+,Graduate,No,5703,0,128,360,1,Urban,Y,5703,739.42,0,Unemployed
LP002958,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,Y,7977,717.26,0,Salaried
LP002959,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Y,12000,1251.43,0,Salaried
LP002960,Male,Yes,0,Not Graduate,No,2400,3800,,180,1,Urban,N,6200,1595.57,0,Self-Employed
LP002961,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Y,5900,842.82,1,Self-Employed
LP002964,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Y,5398,1154.75,0,Salaried
LP002974,Male,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,Y,5182,1433.02,0,Salaried
LP002978,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,Y,2900,1045.97,1,Salaried
LP002979,Male,Yes,3+,Graduate,No,4106,0,40,180,1,Rural,Y,4106,277.94,0,Unemployed
LP002983,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Y,8312,3405.71,0,Salaried
LP002984,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Y,7583,2521.77,0,Salaried
LP002990,Female,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,N,4583,397.77,0,Salaried
